node, book, chapter, verse, language, lex, pred, word_order, tense, stem, type, func
104637,Deuteronomy,20,14,Hebrew,>JB[,>KL[,ptc,ptca,qal,subs,Objc
104672,Deuteronomy,20,16,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
104781,Deuteronomy,20,20,Hebrew,<FH[,,S-ptc,ptca,qal,verb,PreC
104795,Deuteronomy,21,1,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
104799,Deuteronomy,21,1,Hebrew,NPL[,,ptc,ptca,qal,verb,PreC
104811,Deuteronomy,21,2,Hebrew,CPV[,JY>[,S,ptca,qal,subs,Subj
104924,Deuteronomy,21,6,Hebrew,<RP=[,,ptc,ptcp,qal,adjv,PreC
104987,Deuteronomy,21,10,Hebrew,>JB[,JY>[,ptc,ptca,qal,subs,Cmpl
105089,Deuteronomy,21,15,Hebrew,>HB[,,S-ptc,ptcp,qal,adjv,PreC
105093,Deuteronomy,21,15,Hebrew,FN>[,,S-ptc,ptcp,qal,adjv,PreC
105099,Deuteronomy,21,15,Hebrew,>HB[,JLD[,S,ptcp,qal,subs,Subj
105102,Deuteronomy,21,15,Hebrew,FN>[,JLD[,S,ptcp,qal,subs,Subj
105130,Deuteronomy,21,16,Hebrew,>HB[,BKR[,ptc-ptc,ptcp,qal,subs,Objc
105135,Deuteronomy,21,16,Hebrew,FN>[,BKR[,ptc-ptc,ptcp,qal,subs,Cmpl
105144,Deuteronomy,21,17,Hebrew,FN>[,NKR[,ptc,ptcp,qal,subs,Objc
105169,Deuteronomy,21,18,Hebrew,SRR[,HJH[,S,ptca,qal,adjv,Subj
105171,Deuteronomy,21,18,Hebrew,MRH[,HJH[,S,ptca,qal,adjv,Subj
105173,Deuteronomy,21,18,Hebrew,CM<[,,ptc,ptca,qal,verb,PreC
105211,Deuteronomy,21,20,Hebrew,SRR[,,S-ptc-ptc,ptca,qal,adjv,PreC
105213,Deuteronomy,21,20,Hebrew,MRH[,,S-ptc-ptc,ptca,qal,adjv,PreC
105215,Deuteronomy,21,20,Hebrew,CM<[,,ptc,ptca,qal,verb,PreC
105218,Deuteronomy,21,20,Hebrew,ZLL[,,ptc-ptc,ptca,qal,adjv,PreC
105220,Deuteronomy,21,20,Hebrew,SB>[,,ptc-ptc,ptca,qal,adjv,PreC
105275,Deuteronomy,21,23,Hebrew,TLH[,,S,ptcp,qal,subs,Subj
105284,Deuteronomy,21,23,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
105295,Deuteronomy,22,1,Hebrew,NDX[,,ptc,ptca,nif,verb,PreC
105360,Deuteronomy,22,4,Hebrew,NPL[,,ptc,ptca,qal,verb,PreC
105387,Deuteronomy,22,5,Hebrew,<FH[,,ptc,ptca,qal,verb,PreC
105411,Deuteronomy,22,6,Hebrew,RBY[,,S-ptc,ptca,qal,verb,PreC
105461,Deuteronomy,22,8,Hebrew,NPL[,,ptc,ptca,qal,verb,PreC
105696,Deuteronomy,22,22,Hebrew,CKB[,,ptc-ptc,ptca,qal,verb,PreC
105699,Deuteronomy,22,22,Hebrew,B<L[,,ptc-ptc,ptcp,qal,adjv,Cmpl
105708,Deuteronomy,22,22,Hebrew,CKB[,,ptc,ptca,qal,verb,PreC
105725,Deuteronomy,22,23,Hebrew,>RF[,,ptc,ptcp,pual,verb,PreC
105795,Deuteronomy,22,25,Hebrew,>RF[,MY>[,S-ptc,ptcp,pual,adjv,Objc
105850,Deuteronomy,22,27,Hebrew,>RF[,Y<Q[,S,ptcp,pual,adjv,Subj
105853,Deuteronomy,22,27,Hebrew,JC<[,,S,ptca,hif,subs,Subj
105875,Deuteronomy,22,29,Hebrew,CKB[,,ptc,ptca,qal,verb,PreC
105909,Deuteronomy,23,2,Hebrew,PY<[,BW>[,S,ptcp,qal,adjv,Subj
105912,Deuteronomy,23,2,Hebrew,KRT[,BW>[,S,ptcp,qal,adjv,Subj
106045,Deuteronomy,23,10,Hebrew,>JB[,JY>[,ptc,ptca,qal,subs,Cmpl
106132,Deuteronomy,23,15,Hebrew,HLK[,,S-ptc,ptca,hit,verb,PreC
106141,Deuteronomy,23,15,Hebrew,>JB[,NTN[,ptc,ptca,qal,subs,Objc
106203,Deuteronomy,23,19,Hebrew,ZNH[,BW>[,ptc,ptca,qal,subs,Objc
106254,Deuteronomy,23,21,Hebrew,BW>[,,S-ptc,ptca,qal,verb,PreC
106445,Deuteronomy,24,4,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
106485,Deuteronomy,24,6,Hebrew,XBL[,,S-ptc,ptca,qal,verb,PreC
106489,Deuteronomy,24,7,Hebrew,GNB[,,ptc,ptca,qal,verb,PreC
106576,Deuteronomy,24,11,Hebrew,NC>[,,S-ptc,ptca,qal,verb,PreC
106650,Deuteronomy,24,15,Hebrew,NF>[,,S-ptc,ptca,qal,verb,PreC
106704,Deuteronomy,24,18,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PtcO
106791,Deuteronomy,24,22,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PtcO
106831,Deuteronomy,25,2,Hebrew,CPV[,,S,ptca,qal,subs,Subj
106879,Deuteronomy,25,5,Hebrew,MWT[,HJH[,S,ptca,qal,subs,Subj
106906,Deuteronomy,25,6,Hebrew,MWT[,QWM[,S-ptc,ptca,qal,adjv,Cmpl
107000,Deuteronomy,25,10,Hebrew,XLY[,,ptc,ptcp,qal,subs,Objc
107021,Deuteronomy,25,11,Hebrew,NKH[,NYL[,ptc,ptca,hif,subs,Cmpl
107079,Deuteronomy,25,15,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
107086,Deuteronomy,25,16,Hebrew,<FH[,,S,ptca,qal,subs,Subj
107089,Deuteronomy,25,16,Hebrew,<FH[,,S,ptca,qal,subs,Subj
107114,Deuteronomy,25,18,Hebrew,XCL[,,ptc,ptca,nif,verb,PreC
107134,Deuteronomy,25,19,Hebrew,>JB[,NWX[,S-ptc,ptca,qal,subs,Cmpl
107143,Deuteronomy,25,19,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
107168,Deuteronomy,26,1,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
107191,Deuteronomy,26,2,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
107269,Deuteronomy,26,5,Hebrew,>BD[,,ptc-S,ptca,qal,adjv,PreC
107333,Deuteronomy,26,8,Hebrew,NVH[,,S-ptc,ptcp,qal,adjv,Adju
107360,Deuteronomy,26,9,Hebrew,ZWB[,NTN[,ptc,ptca,qal,adjv,Objc
107507,Deuteronomy,26,14,Hebrew,MWT[,NTN[,ptc,ptca,qal,subs,Cmpl
107544,Deuteronomy,26,15,Hebrew,ZWB[,BRK[,ptc,ptca,qal,adjv,Objc
107554,Deuteronomy,26,16,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PtcO
107673,Deuteronomy,27,1,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PreC
107693,Deuteronomy,27,2,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
107727,Deuteronomy,27,3,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
107730,Deuteronomy,27,3,Hebrew,ZWB[,BW>[,ptc,ptca,qal,adjv,Cmpl
107756,Deuteronomy,27,4,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PreC
107864,Deuteronomy,27,10,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PtcO
107935,Deuteronomy,27,14,Hebrew,RWM[,>MR[,ptc,ptca,qal,adjv,Adju
107936,Deuteronomy,27,15,Hebrew,>RR[,,ptc-S,ptcp,qal,adjv,PreC
107962,Deuteronomy,27,16,Hebrew,>RR[,,ptc,ptcp,qal,verb,PreC
107963,Deuteronomy,27,16,Hebrew,QLH=[,,ptc,ptca,hif,verb,PreC
107973,Deuteronomy,27,17,Hebrew,>RR[,,ptc,ptcp,qal,verb,PreC
107974,Deuteronomy,27,17,Hebrew,SWG[,,ptc,ptca,hif,verb,PreC
107983,Deuteronomy,27,18,Hebrew,>RR[,,ptc,ptcp,qal,verb,PreC
107984,Deuteronomy,27,18,Hebrew,CGH[,,ptc,ptca,hif,verb,PreC
107995,Deuteronomy,27,19,Hebrew,>RR[,,ptc,ptcp,qal,verb,PreC
107996,Deuteronomy,27,19,Hebrew,NVH[,,ptc,ptca,hif,verb,PreC
108008,Deuteronomy,27,20,Hebrew,>RR[,,ptc,ptcp,qal,verb,PreC
108009,Deuteronomy,27,20,Hebrew,CKB[,,ptc,ptca,qal,verb,PreC
108023,Deuteronomy,27,21,Hebrew,>RR[,,ptc,ptcp,qal,verb,PreC
108024,Deuteronomy,27,21,Hebrew,CKB[,,ptc,ptca,qal,verb,PreC
108034,Deuteronomy,27,22,Hebrew,>RR[,,ptc,ptcp,qal,verb,PreC
108035,Deuteronomy,27,22,Hebrew,CKB[,,ptc,ptca,qal,verb,PreC
108049,Deuteronomy,27,23,Hebrew,>RR[,,ptc,ptcp,qal,verb,PreC
108050,Deuteronomy,27,23,Hebrew,CKB[,,ptc-ptc,ptca,qal,verb,PreC
108052,Deuteronomy,27,23,Hebrew,XTN[,,ptc-ptc,ptca,qal,subs,Cmpl
108059,Deuteronomy,27,24,Hebrew,>RR[,,ptc,ptcp,qal,verb,PreC
108060,Deuteronomy,27,24,Hebrew,NKH[,,ptc,ptca,hif,verb,PreC
108071,Deuteronomy,27,25,Hebrew,>RR[,,ptc,ptcp,qal,verb,PreC
108072,Deuteronomy,27,25,Hebrew,LQX[,,ptc,ptca,qal,verb,PreC
108085,Deuteronomy,27,26,Hebrew,>RR[,,ptc,ptcp,qal,verb,PreC
108122,Deuteronomy,28,1,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PtcO
108151,Deuteronomy,28,3,Hebrew,BRK[,,ptc-S,ptcp,qal,verb,PreC
108157,Deuteronomy,28,3,Hebrew,BRK[,,ptc-S,ptcp,qal,verb,PreC
108162,Deuteronomy,28,4,Hebrew,BRK[,,ptc-S,ptcp,qal,verb,PreC
108176,Deuteronomy,28,5,Hebrew,BRK[,,ptc-S,ptcp,qal,verb,PreC
108180,Deuteronomy,28,6,Hebrew,BRK[,,ptc-S,ptcp,qal,verb,PreC
108185,Deuteronomy,28,6,Hebrew,BRK[,,ptc-S,ptcp,qal,verb,PreC
108192,Deuteronomy,28,7,Hebrew,>JB[,NTN[,S-ptc,ptca,qal,subs,Objc
108194,Deuteronomy,28,7,Hebrew,QWM[,,ptc,ptca,qal,verb,PreC
108196,Deuteronomy,28,7,Hebrew,NGP[,,ptc,ptca,nif,verb,PreC
108232,Deuteronomy,28,8,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
108353,Deuteronomy,28,13,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PtcO
108370,Deuteronomy,28,14,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PreC
108404,Deuteronomy,28,15,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PtcO
108417,Deuteronomy,28,16,Hebrew,>RR[,,ptc-S,ptcp,qal,verb,PreC
108423,Deuteronomy,28,16,Hebrew,>RR[,,ptc-S,ptcp,qal,verb,PreC
108428,Deuteronomy,28,17,Hebrew,>RR[,,ptc-S,ptcp,qal,verb,PreC
108432,Deuteronomy,28,18,Hebrew,>RR[,,ptc-S,ptcp,qal,verb,PreC
108443,Deuteronomy,28,19,Hebrew,>RR[,,ptc-S,ptcp,qal,verb,PreC
108448,Deuteronomy,28,19,Hebrew,>RR[,,ptc-S,ptcp,qal,verb,PreC
108498,Deuteronomy,28,21,Hebrew,BW>[,,S-ptc,ptca,qal,verb,PreC
108565,Deuteronomy,28,25,Hebrew,NGP[,,ptc-ptc,ptca,nif,verb,PreC
108568,Deuteronomy,28,25,Hebrew,>JB[,,ptc-ptc,ptca,qal,subs,Cmpl
108607,Deuteronomy,28,26,Hebrew,XRD[,,S,ptca,hif,subs,Subj
108643,Deuteronomy,28,29,Hebrew,MCC[,HJH[,ptc,ptca,piel,verb,PreC
108663,Deuteronomy,28,29,Hebrew,<CQ[,HJH[,ptc-ptc,ptcp,qal,adjv,PreC
108665,Deuteronomy,28,29,Hebrew,GZL[,HJH[,ptc-ptc,ptcp,qal,adjv,PreC
108671,Deuteronomy,28,29,Hebrew,JC<[,,S,ptca,hif,subs,Subj
108690,Deuteronomy,28,31,Hebrew,VBX[,,S-ptc,ptcp,qal,verb,PreC
108698,Deuteronomy,28,31,Hebrew,GZL[,,S-ptc,ptcp,qal,verb,PreC
108707,Deuteronomy,28,31,Hebrew,NTN[,,S-ptc-ptc,ptcp,qal,verb,PreC
108709,Deuteronomy,28,31,Hebrew,>JB[,,S-ptc-ptc,ptca,qal,subs,Cmpl
108713,Deuteronomy,28,31,Hebrew,JC<[,,S,ptca,hif,subs,Subj
108717,Deuteronomy,28,32,Hebrew,NTN[,,S-ptc,ptcp,qal,verb,PreC
108723,Deuteronomy,28,32,Hebrew,R>H[,,S-ptc,ptca,qal,subs,PreC
108748,Deuteronomy,28,33,Hebrew,<CQ[,HJH[,ptc-ptc,ptcp,qal,adjv,PreC
108750,Deuteronomy,28,33,Hebrew,RYY[,HJH[,ptc-ptc,ptcp,qal,adjv,PreC
108756,Deuteronomy,28,34,Hebrew,CG<[,HJH[,ptc,ptcp,pual,adjv,PreC
108977,Deuteronomy,28,48,Hebrew,>JB[,<BD[,ptc,ptca,qal,subs,Objc
109077,Deuteronomy,28,52,Hebrew,BVX[,,S-ptc,ptca,qal,verb,PreC
109117,Deuteronomy,28,53,Hebrew,>JB[,YWQ[,S,ptca,qal,subs,Subj
109164,Deuteronomy,28,55,Hebrew,>JB[,YWQ[,S,ptca,qal,subs,Subj
109203,Deuteronomy,28,57,Hebrew,JY>[,,ptc,ptca,qal,verb,PreC
109228,Deuteronomy,28,57,Hebrew,>JB[,YWQ[,S,ptca,qal,subs,Subj
109244,Deuteronomy,28,58,Hebrew,KTB[,,ptc,ptcp,qal,verb,PreC
109256,Deuteronomy,28,58,Hebrew,KBD[,JR>[,ptc-ptc,ptca,nif,adjv,Objc
109259,Deuteronomy,28,58,Hebrew,JR>[,JR>[,ptc-ptc,ptca,nif,adjv,Objc
109277,Deuteronomy,28,59,Hebrew,>MN[,PL>[,S-ptc-ptc,ptca,nif,adjv,Objc
109282,Deuteronomy,28,59,Hebrew,>MN[,PL>[,S-ptc-ptc,ptca,nif,adjv,Objc
109305,Deuteronomy,28,61,Hebrew,KTB[,,ptc,ptcp,qal,verb,PreC
109371,Deuteronomy,28,63,Hebrew,BW>[,,S-ptc,ptca,qal,verb,PreC
109436,Deuteronomy,28,66,Hebrew,TL>[,HJH[,S-ptc,ptcp,qal,verb,PreC
109497,Deuteronomy,28,68,Hebrew,>JB[,MKR[,ptc,ptca,qal,subs,Cmpl
109505,Deuteronomy,28,68,Hebrew,QNH[,,S,ptca,qal,subs,Subj
109699,Deuteronomy,29,9,Hebrew,NYB[,,S-ptc,ptca,nif,verb,PreC
109711,Deuteronomy,29,9,Hebrew,CVR[,,S-ptc,ptca,qal,subs,Subj
109724,Deuteronomy,29,10,Hebrew,XVB[,,S-ptc-ptc,ptca,qal,subs,Adju
109727,Deuteronomy,29,10,Hebrew,C>B[,,S-ptc-ptc,ptca,qal,subs,Adju
109741,Deuteronomy,29,11,Hebrew,KRT[,,S-ptc,ptca,qal,verb,PreC
109782,Deuteronomy,29,13,Hebrew,KRT[,,S-ptc,ptca,qal,verb,PreC
109800,Deuteronomy,29,14,Hebrew,<MD[,,ptc,ptca,qal,verb,PreC
109861,Deuteronomy,29,17,Hebrew,PNH[,,S-ptc,ptca,qal,verb,PreC
109882,Deuteronomy,29,17,Hebrew,PRH[,,ptc,ptca,qal,verb,PreC
109941,Deuteronomy,29,19,Hebrew,KTB[,,ptc,ptcp,qal,verb,PreC
109971,Deuteronomy,29,20,Hebrew,KTB[,,ptc,ptcp,qal,verb,PreC
110121,Deuteronomy,29,26,Hebrew,KTB[,,ptc,ptcp,qal,verb,PreC
110153,Deuteronomy,29,28,Hebrew,STR[,,S,ptca,nif,subs,Subj
110159,Deuteronomy,29,28,Hebrew,GLH[,,S,ptca,nif,subs,Subj
110220,Deuteronomy,30,2,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PtcO
110256,Deuteronomy,30,4,Hebrew,NDX[,HJH[,S,ptca,nif,subs,Subj
110323,Deuteronomy,30,7,Hebrew,>JB[,NTN[,S-ptc-ptc,ptca,qal,subs,Cmpl
110326,Deuteronomy,30,7,Hebrew,FN>[,NTN[,S-ptc-ptc,ptca,qal,subs,Cmpl
110344,Deuteronomy,30,8,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PtcO
110393,Deuteronomy,30,10,Hebrew,KTB[,,ptc,ptcp,qal,verb,PreC
110419,Deuteronomy,30,11,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PtcO
110511,Deuteronomy,30,16,Hebrew,YWH[,,S-ptc,ptca,piel,verb,PtcO
110544,Deuteronomy,30,16,Hebrew,BW>[,,S-ptc,ptca,qal,verb,PreC
110579,Deuteronomy,30,18,Hebrew,<BR[,,S-ptc,ptca,qal,verb,PreC
110707,Deuteronomy,31,3,Hebrew,<BR[,,S-ptc,ptca,qal,verb,PreC
110724,Deuteronomy,31,3,Hebrew,<BR[,,S-ptc,ptca,qal,verb,PreC
110782,Deuteronomy,31,6,Hebrew,HLK[,,ptc,ptca,qal,verb,PreC
110831,Deuteronomy,31,8,Hebrew,HLK[,,ptc,ptca,qal,verb,PreC
110863,Deuteronomy,31,9,Hebrew,NF>[,,ptc,ptca,qal,verb,PreC
110980,Deuteronomy,31,13,Hebrew,<BR[,,S-ptc,ptca,qal,verb,PreC
111041,Deuteronomy,31,16,Hebrew,CKB[,,ptc,ptca,qal,verb,PreC
111059,Deuteronomy,31,16,Hebrew,BW>[,,S-ptc,ptca,qal,verb,PreC
111176,Deuteronomy,31,20,Hebrew,ZWB[,,ptc,ptca,qal,adjv,PreC
111230,Deuteronomy,31,21,Hebrew,<FH[,,S-ptc,ptca,qal,verb,PreC
111309,Deuteronomy,31,25,Hebrew,NF>[,YWH[,S-ptc,ptca,qal,subs,Objc
111354,Deuteronomy,31,27,Hebrew,MRH[,HJH[,ptc,ptca,hif,verb,PreC
111370,Deuteronomy,31,28,Hebrew,CVR[,QHL[,ptc,ptca,qal,subs,Objc
111685,Deuteronomy,32,18,Hebrew,XJL[,,ptc,ptca,piel,verb,PtcO
111758,Deuteronomy,32,24,Hebrew,LXM=[,,ptc,ptcp,qal,adjv,PreC
111770,Deuteronomy,32,24,Hebrew,ZXL[,CLX[,ptc,ptca,qal,subs,Adju
111784,Deuteronomy,32,25,Hebrew,JNQ[,,ptc,ptca,qal,subs,Objc
111796,Deuteronomy,32,27,Hebrew,>JB[,GWR==[,ptc,ptca,qal,subs,Objc
111813,Deuteronomy,32,28,Hebrew,>BD[,,ptc-S,ptca,qal,adjv,PreC
111849,Deuteronomy,32,31,Hebrew,>JB[,,S,ptca,qal,subs,Subj
111876,Deuteronomy,32,34,Hebrew,KMS[,,S-ptc,ptcp,qal,verb,PreC
111878,Deuteronomy,32,34,Hebrew,XTM[,,ptc,ptcp,qal,verb,PreC
111912,Deuteronomy,32,36,Hebrew,<YR[,,ptc-ptc,ptcp,qal,subs,PreC
111914,Deuteronomy,32,36,Hebrew,<ZB[,,ptc-ptc,ptcp,qal,subs,PreC
111957,Deuteronomy,32,39,Hebrew,NYL[,,S,ptca,hif,subs,Subj
111984,Deuteronomy,32,41,Hebrew,FN>[,CLM[,ptc,ptca,piel,subs,Cmpl
112002,Deuteronomy,32,42,Hebrew,>JB[,>KL[,S-ptc,ptca,qal,subs,Adju
112065,Deuteronomy,32,46,Hebrew,<WD[,,S-ptc,ptca,hif,verb,PreC
112106,Deuteronomy,32,47,Hebrew,<BR[,,S-ptc,ptca,qal,verb,PreC
112150,Deuteronomy,32,49,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
112163,Deuteronomy,32,50,Hebrew,<LH[,,S-ptc,ptca,qal,verb,PreC
112221,Deuteronomy,32,52,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
112267,Deuteronomy,33,3,Hebrew,XBB[,,ptc,ptca,qal,verb,PreC
112350,Deuteronomy,33,9,Hebrew,>MR[,,ptc,ptca,qal,verb,PreC
112399,Deuteronomy,33,11,Hebrew,QWM[,MXY[,ptc-ptc,ptca,qal,subs,Objc
112401,Deuteronomy,33,11,Hebrew,FN>[,MXY[,ptc-ptc,ptca,piel,subs,Objc
112413,Deuteronomy,33,12,Hebrew,XPP[,,ptc,ptca,qal,verb,PreC
112426,Deuteronomy,33,13,Hebrew,BRK[,,ptc-S,ptcp,pual,adjv,PreC
112437,Deuteronomy,33,13,Hebrew,RBY[,,ptc,ptca,qal,verb,PreC
112467,Deuteronomy,33,16,Hebrew,CKN[,,ptc,ptca,qal,subs,Adju
112524,Deuteronomy,33,19,Hebrew,FPN[,,ptc-ptc,ptcp,qal,subs,Objc
112525,Deuteronomy,33,19,Hebrew,VMN[,,ptc-ptc,ptcp,qal,subs,Objc
112531,Deuteronomy,33,20,Hebrew,BRK[,,ptc-S,ptcp,qal,verb,PreC
112532,Deuteronomy,33,20,Hebrew,RXB[,,ptc-S,ptca,hif,subs,Subj
112549,Deuteronomy,33,21,Hebrew,XQQ[,,S,ptca,piel,subs,Subj
112550,Deuteronomy,33,21,Hebrew,SPN[,,S,ptcp,qal,adjv,Subj
112581,Deuteronomy,33,23,Hebrew,ML>[,,ptc,ptca,qal,verb,PreC
112592,Deuteronomy,33,24,Hebrew,BRK[,,ptc-S,ptcp,qal,verb,PreC
112597,Deuteronomy,33,24,Hebrew,RYH[,HJH[,ptc,ptcp,qal,subs,PreC
112600,Deuteronomy,33,24,Hebrew,VBL[,,ptc,ptca,qal,verb,PreC
112618,Deuteronomy,33,26,Hebrew,RKB[,,ptc,ptca,qal,verb,PreC
112638,Deuteronomy,33,27,Hebrew,>JB[,GRC[,ptc,ptca,qal,subs,Objc
112674,Deuteronomy,33,29,Hebrew,>JB[,KXC[,S,ptca,qal,subs,Subj
112940,Joshua,1,1,Hebrew,CRT[,>MR[,S-ptc,ptca,piel,subs,Cmpl
112968,Joshua,1,2,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
113110,Joshua,1,8,Hebrew,KTB[,,ptc,ptcp,qal,verb,PreC
113143,Joshua,1,10,Hebrew,CVR[,YWH[,S-ptc,ptca,qal,subs,Objc
113169,Joshua,1,11,Hebrew,<BR[,,S-ptc,ptca,qal,verb,PreC
113185,Joshua,1,11,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
113221,Joshua,1,13,Hebrew,NWX[,,S-ptc,ptca,hif,verb,PreC
113250,Joshua,1,14,Hebrew,XMC[,<BR[,S-ptc,ptcp,qal,adjv,PrAd
113278,Joshua,1,15,Hebrew,NTN[,,S-ptc,ptca,qal,verb,PreC
113366,Joshua,2,1,Hebrew,RGL[,,ptc,ptca,piel,verb,PreC
113384,Joshua,2,1,Hebrew,ZNH[,BW>[,ptc,ptca,qal,adjv,Cmpl
113424,Joshua,2,3,Hebrew,BW>[,,ptc,ptca,qal,verb,PreC
113497,Joshua,2,6,Hebrew,<RK[,,ptc,ptcp,qal,verb,PreC
113522,Joshua,2,7,Hebrew,RDP[,,ptc,ptca,qal,verb,PreC
113557,Joshua,2,9,Hebrew,JCB[,MWG[,S,ptca,qal,subs,Subj
113726,Joshua,2,15,Hebrew,JCB[,,S-ptc,ptca,qal,verb,PreC
113737,Joshua,2,16,Hebrew,RDP[,PG<[,S,ptca,qal,subs,Subj
113746,Joshua,2,16,Hebrew,RDP[,CWB[,S,ptca,qal,subs,Subj
113767,Joshua,2,18,Hebrew,BW>[,,S-ptc,ptca,qal,verb,PreC
113880,Joshua,2,22,Hebrew,RDP[,CWB[,S,ptca,qal,subs,Subj
113884,Joshua,2,22,Hebrew,RDP[,BQC[,S,ptca,qal,subs,Subj
113916,Joshua,2,23,Hebrew,MY>[,,ptc,ptca,qal,verb,PreC
113935,Joshua,2,24,Hebrew,JCB[,MWG[,S,ptca,qal,subs,Subj
113975,Joshua,3,2,Hebrew,CVR[,<BR[,S,ptca,qal,subs,Subj
113999,Joshua,3,3,Hebrew,NF>[,,ptc,ptca,qal,verb,PreC
114055,Joshua,3,5,Hebrew,PL>[,<FH[,S-ptc,ptca,nif,subs,Objc
114118,Joshua,3,8,Hebrew,NF>[,YWH[,S-ptc,ptca,qal,subs,Objc
114198,Joshua,3,11,Hebrew,<BR[,,S-ptc,ptca,qal,verb,PreC
114229,Joshua,3,13,Hebrew,NF>[,NWX[,S,ptca,qal,subs,Subj
114247,Joshua,3,13,Hebrew,JRD[,,ptc,ptca,qal,verb,PreC
114271,Joshua,3,14,Hebrew,NF>[,,S,ptca,qal,subs,Subj
114283,Joshua,3,15,Hebrew,NF>[,BW>[,S,ptca,qal,subs,Subj
114293,Joshua,3,15,Hebrew,NF>[,VBL[,S,ptca,qal,subs,Subj
114316,Joshua,3,16,Hebrew,JRD[,,ptc,ptca,qal,verb,PreC
114335,Joshua,3,16,Hebrew,JRD[,,ptc,ptca,qal,verb,PreC
114355,Joshua,3,17,Hebrew,NF>[,<MD[,S,ptca,qal,subs,Subj
114371,Joshua,3,17,Hebrew,<BR[,,S-ptc,ptca,qal,verb,PreC
114609,Joshua,4,9,Hebrew,NF>[,QWM[,S-ptc,ptca,qal,subs,Cmpl
114624,Joshua,4,10,Hebrew,NF>[,,S-ptc,ptca,qal,subs,Subj
114627,Joshua,4,10,Hebrew,<MD[,,S-ptc,ptca,qal,verb,PreC
114693,Joshua,4,12,Hebrew,XMC[,<BR[,S-ptc,ptcp,qal,adjv,PrAd
114706,Joshua,4,13,Hebrew,XLY[,<BR[,S,ptcp,qal,adjv,Subj
114754,Joshua,4,16,Hebrew,NF>[,YWH[,ptc,ptca,qal,subs,Objc
114781,Joshua,4,18,Hebrew,NF>[,<LH[,S,ptca,qal,subs,Subj
115032,Joshua,5,4,Hebrew,JY>[,,ptc,ptca,qal,verb,PreC
115053,Joshua,5,5,Hebrew,MWL[,HJH[,ptc-S,ptcp,qal,adjv,PreC
115059,Joshua,5,5,Hebrew,JY>[,,ptc,ptca,qal,verb,PreC
115096,Joshua,5,6,Hebrew,JY>[,,ptc,ptca,qal,verb,PreC
115124,Joshua,5,6,Hebrew,ZWB[,,ptc,ptca,qal,adjv,Objc
115227,Joshua,5,11,Hebrew,QLH[,>KL[,ptc,ptcp,qal,subs,Objc
115280,Joshua,5,13,Hebrew,<MD[,,S-ptc,ptca,qal,verb,PreC
115285,Joshua,5,13,Hebrew,CLP[,,S-ptc,ptcp,qal,verb,PreC
115324,Joshua,5,14,Hebrew,DBR[,,S-ptc,ptca,piel,verb,PreC
115344,Joshua,5,15,Hebrew,<MD[,,S-ptc,ptca,qal,verb,PreC
115354,Joshua,6,1,Hebrew,SGR[,,S-ptc,ptca,qal,verb,PreC
115356,Joshua,6,1,Hebrew,SGR[,,ptc,ptcp,pual,verb,PreC
115362,Joshua,6,1,Hebrew,JY>[,,S,ptca,qal,subs,Subj
115365,Joshua,6,1,Hebrew,BW>[,,S,ptca,qal,subs,Subj
115505,Joshua,6,7,Hebrew,XLY[,<BR[,S,ptcp,qal,subs,Subj
115523,Joshua,6,8,Hebrew,NF>[,,ptc,ptca,qal,verb,PreC
115541,Joshua,6,8,Hebrew,HLK[,,S-ptc,ptca,qal,verb,PreC
115545,Joshua,6,9,Hebrew,XLY[,,S-ptc-ptc,ptcp,qal,subs,Subj
115546,Joshua,6,9,Hebrew,HLK[,,S-ptc-ptc,ptca,qal,verb,PreC
115551,Joshua,6,9,Hebrew,TQ<[,,S-ptc-ptc,ptca,qal,subs,Cmpl
