node, book, chapter, verse, language, lex, pred, word_order, tense, stem, type, func
358643,Song_of_songs,5,13,Hebrew,<BR[,,ptc-ptc,ptca,qal,adjv,Objc
358647,Song_of_songs,5,14,Hebrew,ML>[,,ptc,ptcp,pual,verb,PreC
358654,Song_of_songs,5,14,Hebrew,<LP[,,ptc,ptcp,pual,verb,PreC
358659,Song_of_songs,5,15,Hebrew,JSD[,,ptc,ptcp,pual,verb,PreC
358667,Song_of_songs,5,15,Hebrew,BXR[,,ptc,ptcp,qal,verb,PreC
358721,Song_of_songs,6,3,Hebrew,R<H[,,ptc,ptca,qal,verb,PreC
358736,Song_of_songs,6,4,Hebrew,DGL[,,ptc,ptca,nif,subs,Adju
358766,Song_of_songs,6,6,Hebrew,T>M[,,S-ptc,ptca,hif,verb,PreC
358801,Song_of_songs,6,9,Hebrew,JLD[,,S-ptc,ptca,qal,subs,Cmpl
358814,Song_of_songs,6,10,Hebrew,CQP[,,ptc,ptca,nif,verb,PreC
358828,Song_of_songs,6,10,Hebrew,DGL[,,ptc,ptca,nif,subs,Adju
358899,Song_of_songs,7,3,Hebrew,SWG=[,,ptc,ptcp,qal,verb,PreC
358927,Song_of_songs,7,5,Hebrew,YPH[,,ptc,ptca,qal,verb,PreC
358942,Song_of_songs,7,6,Hebrew,>SR[,,ptc,ptcp,qal,verb,PreC
358991,Song_of_songs,7,10,Hebrew,HLK[,,ptc,ptca,qal,verb,PreC
358996,Song_of_songs,7,10,Hebrew,DBB[,,ptc,ptca,qal,verb,PreC
359054,Song_of_songs,8,1,Hebrew,JNQ[,,ptc,ptca,qal,verb,PreC
359103,Song_of_songs,8,5,Hebrew,<LH[,,S-ptc,ptca,qal,verb,PreC
359107,Song_of_songs,8,5,Hebrew,RPQ[,,ptc,ptca,hit,verb,PreC
359215,Song_of_songs,8,10,Hebrew,JY>[,HJH[,ptc,ptca,hif,subs,Cmpl
359229,Song_of_songs,8,11,Hebrew,NVR[,NTN[,ptc,ptca,qal,subs,Cmpl
359248,Song_of_songs,8,12,Hebrew,NVR[,,ptc,ptca,qal,verb,PreC
359252,Song_of_songs,8,13,Hebrew,JCB[,,ptc,ptca,qal,verb,PreC
359257,Song_of_songs,8,13,Hebrew,QCB[,,S-ptc,ptca,hif,verb,PreC
359306,Ecclesiastes,1,4,Hebrew,HLK[,,S-ptc,ptca,qal,verb,PreC
359309,Ecclesiastes,1,4,Hebrew,BW>[,,S-ptc,ptca,qal,verb,PreC
359315,Ecclesiastes,1,4,Hebrew,<MD[,,S-ptc,ptca,qal,verb,PreC
359327,Ecclesiastes,1,5,Hebrew,C>P[,,ptc,ptca,qal,verb,PreC
359328,Ecclesiastes,1,5,Hebrew,ZRX[,,ptc-S,ptca,qal,verb,PreC
359331,Ecclesiastes,1,6,Hebrew,HLK[,,ptc,ptca,qal,verb,PreC
359335,Ecclesiastes,1,6,Hebrew,SBB[,,ptc,ptca,qal,verb,PreC
359338,Ecclesiastes,1,6,Hebrew,SBB[,,ptc,ptca,qal,verb,PreC
359339,Ecclesiastes,1,6,Hebrew,SBB[,,ptc,ptca,qal,verb,PreC
359340,Ecclesiastes,1,6,Hebrew,HLK[,,ptc-S,ptca,qal,verb,PreC
359346,Ecclesiastes,1,6,Hebrew,CWB[,,ptc-S,ptca,qal,verb,PreC
359352,Ecclesiastes,1,7,Hebrew,HLK[,,S-ptc,ptca,qal,verb,PreC
359366,Ecclesiastes,1,7,Hebrew,HLK[,,S-ptc,ptca,qal,verb,PreC
359369,Ecclesiastes,1,7,Hebrew,CWB[,,S-ptc,ptca,qal,verb,PreC
359508,Ecclesiastes,1,15,Hebrew,<WT[,JKL[,S,ptcp,pual,subs,Subj
359596,Ecclesiastes,2,2,Hebrew,HLL==[,,ptc,ptcp,pual,subs,PreC
359602,Ecclesiastes,2,2,Hebrew,<FH[,,ptc,ptca,qal,verb,PreC
359615,Ecclesiastes,2,3,Hebrew,NHG[,,ptc,ptca,qal,verb,PreC
359669,Ecclesiastes,2,6,Hebrew,YMX[,CQH[,ptc,ptca,qal,adjv,Objc
359710,Ecclesiastes,2,8,Hebrew,CJR[,<FH[,ptc-ptc,ptca,qal,subs,Objc
359712,Ecclesiastes,2,8,Hebrew,CJR[,<FH[,ptc-ptc,ptca,qal,subs,Objc
359849,Ecclesiastes,2,14,Hebrew,HLK[,,S-ptc,ptca,qal,verb,PreC
359903,Ecclesiastes,2,16,Hebrew,BW>[,CKX[,ptc-S,ptca,qal,adjv,Time
359959,Ecclesiastes,2,19,Hebrew,JD<[,,S-ptc,ptca,qal,verb,PreC
360027,Ecclesiastes,2,22,Hebrew,HWH[,,S-ptc,ptca,qal,verb,PreC
360112,Ecclesiastes,2,26,Hebrew,XV>[,NTN[,ptc,ptca,qal,subs,Cmpl
360160,Ecclesiastes,3,2,Hebrew,NV<[,<QR[,ptc,ptcp,qal,subs,Objc
360247,Ecclesiastes,3,9,Hebrew,<FH[,,S,ptca,qal,subs,Subj
360377,Ecclesiastes,3,15,Hebrew,RDP[,BQC[,S-ptc,ptca,nif,subs,Objc
360482,Ecclesiastes,3,20,Hebrew,HLK[,,S-ptc,ptca,qal,verb,PreC
360500,Ecclesiastes,3,21,Hebrew,JD<[,,S-ptc,ptca,qal,verb,PreC
360506,Ecclesiastes,3,21,Hebrew,<LH[,,ptc,ptca,qal,verb,PreC
360515,Ecclesiastes,3,21,Hebrew,JRD[,,ptc,ptca,qal,verb,PreC
360557,Ecclesiastes,4,1,Hebrew,<FH[,,ptc,ptca,nif,verb,PreC
360565,Ecclesiastes,4,1,Hebrew,<CQ[,,ptc,ptcp,qal,subs,PreC
360569,Ecclesiastes,4,1,Hebrew,NXM[,,S,ptca,piel,subs,Subj
360573,Ecclesiastes,4,1,Hebrew,<CQ[,,ptc-S,ptca,qal,subs,PreC
360578,Ecclesiastes,4,1,Hebrew,NXM[,,S,ptca,piel,subs,Subj
360584,Ecclesiastes,4,2,Hebrew,MWT[,CBX[,S-ptc,ptca,qal,subs,Objc
360643,Ecclesiastes,4,5,Hebrew,XBQ[,,S-ptc,ptca,qal,verb,PreC
360647,Ecclesiastes,4,5,Hebrew,>KL[,,ptc,ptca,qal,verb,PreC
360698,Ecclesiastes,4,8,Hebrew,XSR[,,ptc,ptca,piel,verb,PreC
360768,Ecclesiastes,4,12,Hebrew,CLC[,NTQ[,S,ptcp,pual,adjv,Subj
360793,Ecclesiastes,4,14,Hebrew,>SR[,JY>[,ptc,ptcp,qal,subs,Cmpl
360802,Ecclesiastes,4,14,Hebrew,RWC[,JLD[,S,ptca,qal,subs,Subj
360809,Ecclesiastes,4,15,Hebrew,HLK[,,ptc,ptca,piel,verb,PreC
360866,Ecclesiastes,4,17,Hebrew,JD<[,,ptc,ptca,qal,verb,PreC
360989,Ecclesiastes,5,7,Hebrew,RWC[,R>H[,ptc,ptca,qal,subs,Objc
361009,Ecclesiastes,5,7,Hebrew,CMR[,,S-ptc,ptca,qal,verb,PreC
361024,Ecclesiastes,5,9,Hebrew,>HB[,,ptc,ptca,qal,verb,PreC
361031,Ecclesiastes,5,9,Hebrew,>HB[,,S-ptc,ptca,qal,verb,PreC
361045,Ecclesiastes,5,10,Hebrew,>KL[,RBB[,S,ptca,qal,subs,Subj
361058,Ecclesiastes,5,11,Hebrew,<BD[,,S,ptca,qal,subs,Subj
361072,Ecclesiastes,5,11,Hebrew,NWX[,,ptc,ptca,hif,verb,PreC
361078,Ecclesiastes,5,12,Hebrew,XLH[,,S,ptca,qal,adjv,Subj
361084,Ecclesiastes,5,12,Hebrew,CMR[,,ptc,ptcp,qal,verb,PreC
361133,Ecclesiastes,5,15,Hebrew,XLH[,,S-ptc,ptca,qal,adjv,PreC
361239,Ecclesiastes,5,19,Hebrew,<NH===[,,S-ptc,ptca,hif,verb,PreC
361371,Ecclesiastes,6,6,Hebrew,HLK[,,S-ptc,ptca,qal,verb,PreC
361397,Ecclesiastes,6,8,Hebrew,JD<[,,ptc,ptca,qal,verb,PreC
361419,Ecclesiastes,6,10,Hebrew,QR>[,,ptc-S,ptca,nif,verb,PreC
361422,Ecclesiastes,6,10,Hebrew,JD<[,,ptc,ptca,nif,verb,PreC
361439,Ecclesiastes,6,11,Hebrew,RBH[,,ptc,ptca,hif,verb,PreC
361448,Ecclesiastes,6,12,Hebrew,JD<[,,S-ptc,ptca,qal,verb,PreC
361542,Ecclesiastes,7,5,Hebrew,CM<[,,ptc,ptca,qal,verb,PreC
361621,Ecclesiastes,7,11,Hebrew,R>H[,,S-ptc,ptca,qal,subs,PreC
361691,Ecclesiastes,7,15,Hebrew,>BD[,,ptc,ptca,qal,verb,PreC
361697,Ecclesiastes,7,15,Hebrew,>RK[,,ptc,ptca,hif,verb,PreC
361783,Ecclesiastes,7,21,Hebrew,QLL[,,ptc,ptca,piel,verb,PtcO
361840,Ecclesiastes,7,26,Hebrew,MY>[,,ptc-S,ptca,qal,verb,PreC
361864,Ecclesiastes,7,26,Hebrew,XV>[,LKD[,S,ptca,qal,subs,Subj
361921,Ecclesiastes,8,1,Hebrew,JD<[,,S-ptc,ptca,qal,verb,PreC
361967,Ecclesiastes,8,5,Hebrew,CMR[,JD<[,S,ptca,qal,subs,Subj
361996,Ecclesiastes,8,7,Hebrew,JD<[,,ptc,ptca,qal,verb,PreC
362068,Ecclesiastes,8,10,Hebrew,QBR[,,S-ptc,ptcp,qal,verb,PreC
362107,Ecclesiastes,8,12,Hebrew,XV>[,,S-ptc,ptca,qal,subs,Subj
362108,Ecclesiastes,8,12,Hebrew,<FH[,,S-ptc,ptca,qal,verb,PreC
362112,Ecclesiastes,8,12,Hebrew,>RK[,,ptc,ptca,hif,verb,PreC
362116,Ecclesiastes,8,12,Hebrew,JD<[,,ptc-S,ptca,qal,verb,PreC
362162,Ecclesiastes,8,14,Hebrew,NG<[,,ptc,ptca,hif,verb,PreC
362172,Ecclesiastes,8,14,Hebrew,NG<[,,ptc,ptca,hif,verb,PreC
362255,Ecclesiastes,8,16,Hebrew,R>H[,,ptc,ptca,qal,verb,PreC
362332,Ecclesiastes,9,1,Hebrew,JD<[,,ptc-S,ptca,qal,verb,PreC
362369,Ecclesiastes,9,2,Hebrew,ZBX[,,ptc,ptca,qal,verb,PreC
362374,Ecclesiastes,9,2,Hebrew,ZBX[,,ptc,ptca,qal,verb,PreC
362380,Ecclesiastes,9,2,Hebrew,XV>[,,ptc,ptca,qal,subs,PreC
362382,Ecclesiastes,9,2,Hebrew,CB<[,,S,ptca,nif,subs,Subj
362386,Ecclesiastes,9,2,Hebrew,JR>[,,ptc,ptca,qal,verb,PreC
362408,Ecclesiastes,9,3,Hebrew,ML>[,,S-ptc,ptca,qal,verb,PreC
362420,Ecclesiastes,9,3,Hebrew,MWT[,,ptc,ptca,qal,subs,PreC
362441,Ecclesiastes,9,4,Hebrew,MWT[,,S-ptc,ptca,qal,adjv,Cmpl
362445,Ecclesiastes,9,5,Hebrew,JD<[,,S-ptc,ptca,qal,verb,PreC
362450,Ecclesiastes,9,5,Hebrew,MWT[,,ptc,ptca,qal,subs,Frnt
362452,Ecclesiastes,9,5,Hebrew,JD<[,,ptc,ptca,qal,verb,PreC
362570,Ecclesiastes,9,10,Hebrew,HLK[,,S-ptc,ptca,qal,verb,PreC
362604,Ecclesiastes,9,11,Hebrew,BJN[,,ptc-S,ptca,nif,subs,PreC
362611,Ecclesiastes,9,11,Hebrew,JD<[,,ptc-S,ptca,qal,subs,PreC
362632,Ecclesiastes,9,12,Hebrew,>XZ[,,ptc,ptca,nif,verb,PreC
362641,Ecclesiastes,9,12,Hebrew,>XZ[,,ptc,ptcp,qal,verb,PreC
362646,Ecclesiastes,9,12,Hebrew,JQC[,,ptc-S,ptcp,qal,verb,PreC
362724,Ecclesiastes,9,16,Hebrew,BZH[,,S-ptc,ptcp,qal,adjv,PreC
362728,Ecclesiastes,9,16,Hebrew,CM<[,,ptc,ptca,nif,adjv,PreC
362733,Ecclesiastes,9,17,Hebrew,CM<[,,ptc,ptca,nif,verb,PreC
362736,Ecclesiastes,9,17,Hebrew,MCL[,,S-ptc,ptca,qal,subs,Adju
362746,Ecclesiastes,9,18,Hebrew,XV>[,>BD[,S,ptca,qal,subs,Subj
362756,Ecclesiastes,10,1,Hebrew,RQX[,NB<[,ptc,ptca,qal,subs,Objc
362781,Ecclesiastes,10,3,Hebrew,HLK[,,S-ptc,ptca,qal,verb,PreC
362794,Ecclesiastes,10,4,Hebrew,MCL[,<LH[,S,ptca,qal,subs,Subj
362814,Ecclesiastes,10,5,Hebrew,JY>[,,ptc,ptca,qal,verb,PreC
362839,Ecclesiastes,10,7,Hebrew,HLK[,,ptc,ptca,qal,verb,PreC
362845,Ecclesiastes,10,8,Hebrew,XPR=[,,ptc,ptca,qal,verb,PreC
362850,Ecclesiastes,10,8,Hebrew,PRY[,,ptc,ptca,qal,verb,PreC
362854,Ecclesiastes,10,9,Hebrew,NS<[,,ptc,ptca,hif,verb,PreC
362858,Ecclesiastes,10,9,Hebrew,BQ<[,,ptc,ptca,qal,verb,PreC
362985,Ecclesiastes,10,19,Hebrew,<FH[,,ptc,ptca,qal,verb,PreC
363081,Ecclesiastes,11,4,Hebrew,CMR[,ZR<[,S,ptca,qal,subs,Subj
363086,Ecclesiastes,11,4,Hebrew,R>H[,,ptc,ptca,qal,verb,PreC
363095,Ecclesiastes,11,5,Hebrew,JD<[,,ptc,ptca,qal,verb,PreC
363133,Ecclesiastes,11,6,Hebrew,JD<[,,ptc,ptca,qal,verb,PreC
363235,Ecclesiastes,12,1,Hebrew,BR>[,ZKR[,ptc,ptca,qal,subs,Objc
363282,Ecclesiastes,12,3,Hebrew,CMR[,ZW<[,S,ptca,qal,subs,Subj
363299,Ecclesiastes,12,3,Hebrew,R>H[,,ptc,ptca,qal,verb,PreC
363348,Ecclesiastes,12,5,Hebrew,HLK[,,ptc-S,ptca,qal,verb,PreC
363360,Ecclesiastes,12,5,Hebrew,SPD[,SBB[,S,ptca,qal,subs,Subj
363439,Ecclesiastes,12,10,Hebrew,KTB[,,ptc-S,ptcp,qal,verb,PreC
363451,Ecclesiastes,12,11,Hebrew,NV<[,,ptc-S,ptcp,qal,adjv,PreC
363456,Ecclesiastes,12,11,Hebrew,R<H[,NTN[,ptc,ptca,qal,subs,Cmpl
363478,Ecclesiastes,12,13,Hebrew,CM<[,,S-ptc,ptca,nif,verb,PreC
363503,Ecclesiastes,12,14,Hebrew,<LM[,,ptc,ptca,nif,adjv,Adju
363541,Lamentations,1,2,Hebrew,NXM[,,S-ptc,ptca,piel,subs,Subj
363544,Lamentations,1,2,Hebrew,>HB[,,S-ptc,ptca,qal,subs,Adju
363552,Lamentations,1,2,Hebrew,>JB[,HJH[,ptc,ptca,qal,subs,PreC
363570,Lamentations,1,3,Hebrew,RDP[,,S,ptca,qal,subs,Subj
363580,Lamentations,1,4,Hebrew,BW>[,,S-ptc,ptca,qal,subs,Adju
363584,Lamentations,1,4,Hebrew,CMM[,,S-ptc,ptca,qal,verb,PreC
363586,Lamentations,1,4,Hebrew,>NX[,,S-ptc,ptca,nif,verb,PreC
363588,Lamentations,1,4,Hebrew,JGH[,,S-ptc,ptca,nif,verb,PreC
363597,Lamentations,1,5,Hebrew,>JB[,CLH[,S,ptca,qal,subs,Subj
363632,Lamentations,1,6,Hebrew,RDP[,HLK[,ptc,ptca,qal,subs,Cmpl
363654,Lamentations,1,7,Hebrew,<ZR[,,ptc,ptca,qal,verb,PreC
363670,Lamentations,1,8,Hebrew,KBD[,,S,ptca,piel,subs,Subj
363691,Lamentations,1,9,Hebrew,NXM[,,ptc,ptca,piel,verb,PreC
363699,Lamentations,1,9,Hebrew,>JB[,GDL[,S,ptca,qal,subs,Subj
363721,Lamentations,1,11,Hebrew,>NX[,,S-ptc,ptca,nif,verb,PreC
363722,Lamentations,1,11,Hebrew,BQC[,,ptc,ptca,piel,verb,PreC
363737,Lamentations,1,11,Hebrew,ZLL[,HJH[,ptc,ptca,qal,adjv,PreC
363741,Lamentations,1,12,Hebrew,<BR[,,ptc,ptca,qal,subs,Voct
363776,Lamentations,1,13,Hebrew,CMM[,,ptc,ptca,qal,subs,Objc
363821,Lamentations,1,16,Hebrew,BKH[,,S-ptc,ptca,qal,verb,PreC
363824,Lamentations,1,16,Hebrew,JRD[,,S-ptc,ptca,qal,verb,PreC
363829,Lamentations,1,16,Hebrew,NXM[,RXQ[,S,ptca,piel,subs,Subj
363830,Lamentations,1,16,Hebrew,CWB[,,ptc,ptca,hif,verb,PreC
363834,Lamentations,1,16,Hebrew,CMM[,HJH[,S-ptc,ptca,qal,subs,PreC
363837,Lamentations,1,16,Hebrew,>JB[,GBR[,S,ptca,qal,subs,Subj
363843,Lamentations,1,17,Hebrew,NXM[,,S,ptca,piel,subs,Subj
363880,Lamentations,1,19,Hebrew,>HB[,QR>[,ptc,ptca,piel,subs,Cmpl
363924,Lamentations,1,21,Hebrew,>NX[,,ptc-S,ptca,nif,verb,PreC
363927,Lamentations,1,21,Hebrew,NXM[,,S,ptca,piel,subs,Subj
363930,Lamentations,1,21,Hebrew,>JB[,CM<[,S,ptca,qal,subs,Subj
364021,Lamentations,2,3,Hebrew,>JB[,CWB[,ptc,ptca,qal,subs,Cmpl
364034,Lamentations,2,4,Hebrew,>JB[,DRK[,ptc,ptca,qal,subs,Adju
364035,Lamentations,2,4,Hebrew,NYB[,,ptc,ptca,nif,verb,PreC
364056,Lamentations,2,5,Hebrew,>JB[,HJH[,S-ptc,ptca,qal,subs,Adju
364103,Lamentations,2,7,Hebrew,>JB[,SGR[,ptc,ptca,qal,subs,Cmpl
364200,Lamentations,2,11,Hebrew,JNQ[,<VP=[,S,ptca,qal,subs,Subj
364275,Lamentations,2,15,Hebrew,<BR[,SPQ[,S,ptca,qal,subs,Subj
364301,Lamentations,2,16,Hebrew,>JB[,PYH[,S,ptca,qal,subs,Subj
364334,Lamentations,2,17,Hebrew,>JB[,FMX[,ptc,ptca,qal,subs,Objc
364456,Lamentations,2,22,Hebrew,>JB[,,S,ptca,qal,subs,Subj
364499,Lamentations,3,6,Hebrew,MWT[,,ptc,ptca,qal,subs,Adju
364522,Lamentations,3,10,Hebrew,>RB[,,ptc-S,ptca,qal,adjv,PreC
364533,Lamentations,3,11,Hebrew,CMM[,,ptc,ptca,qal,subs,Objc
364635,Lamentations,3,25,Hebrew,QWH[,,S-ptc,ptca,qal,subs,Cmpl
364673,Lamentations,3,30,Hebrew,NKH[,NTN[,ptc,ptca,hif,subs,Cmpl
364801,Lamentations,3,46,Hebrew,>JB[,PYH[,S,ptca,qal,subs,Subj
364848,Lamentations,3,52,Hebrew,>JB[,,S,ptca,qal,subs,Subj
364911,Lamentations,3,62,Hebrew,QWM[,,ptc,ptca,qal,subs,Objc
364966,Lamentations,4,2,Hebrew,SLH=[,,ptc,ptcp,pual,verb,PreC
364996,Lamentations,4,4,Hebrew,JNQ[,DBQ[,S,ptca,qal,subs,Subj
365005,Lamentations,4,4,Hebrew,PRF[,,ptc,ptca,qal,verb,PreC
365009,Lamentations,4,5,Hebrew,>KL[,,ptc,ptca,qal,verb,PreC
365017,Lamentations,4,5,Hebrew,>MN[,,ptc,ptcp,qal,verb,PreC
365031,Lamentations,4,6,Hebrew,HPK[,,ptc,ptcp,qal,verb,PreC
365080,Lamentations,4,9,Hebrew,DQR[,,ptc,ptcp,pual,verb,PreC
365117,Lamentations,4,12,Hebrew,JCB[,>MN[,S,ptca,qal,subs,Subj
365123,Lamentations,4,12,Hebrew,>JB[,BW>[,S,ptca,qal,subs,Subj
365133,Lamentations,4,13,Hebrew,CPK[,,ptc,ptca,qal,verb,PreC
365216,Lamentations,4,19,Hebrew,RDP[,HJH[,S,ptca,qal,subs,Subj
365249,Lamentations,4,21,Hebrew,JCB[,,ptc,ptca,qal,verb,PreC
365334,Lamentations,5,8,Hebrew,PRQ[,,ptc,ptca,qal,verb,PreC
365462,Esther,1,1,Hebrew,MLK[,,ptc,ptca,qal,verb,PreC
365548,Esther,1,5,Hebrew,MY>[,,ptc,ptca,nif,verb,PreC
365572,Esther,1,6,Hebrew,>XZ[,,S-ptc,ptcp,qal,verb,PreC
365606,Esther,1,7,Hebrew,CNH[,,S-ptc,ptca,qal,verb,PreC
365622,Esther,1,8,Hebrew,>NS[,,S,ptca,qal,subs,Subj
365682,Esther,1,10,Hebrew,CRT[,,ptc,ptca,piel,verb,PreC
365746,Esther,1,13,Hebrew,JD<[,>MR[,S-ptc,ptca,qal,subs,Cmpl
365757,Esther,1,13,Hebrew,JD<[,,S-ptc,ptca,qal,subs,Cmpl
365777,Esther,1,14,Hebrew,R>H[,,S,ptca,qal,subs,Subj
365782,Esther,1,14,Hebrew,JCB[,,ptc,ptca,qal,verb,PreC
366014,Esther,1,22,Hebrew,FRR[,,ptc,ptca,qal,verb,PreC
366018,Esther,1,22,Hebrew,DBR[,,ptc,ptca,piel,verb,PreC
366050,Esther,2,2,Hebrew,CRT[,>MR[,S,ptca,piel,subs,Subj
366090,Esther,2,3,Hebrew,CMR[,QBY[,ptc,ptca,qal,subs,Adju
366157,Esther,2,7,Hebrew,>MN[,HJH[,ptc,ptca,qal,verb,PreC
366220,Esther,2,8,Hebrew,CMR[,LQX[,S-ptc,ptca,qal,subs,Adju
366250,Esther,2,9,Hebrew,R>H[,,ptc,ptcp,qal,adjv,Objc
366290,Esther,2,11,Hebrew,HLK[,,S-ptc,ptca,hit,verb,PreC
366357,Esther,2,13,Hebrew,BW>[,,S-ptc,ptca,qal,verb,PreC
366382,Esther,2,14,Hebrew,BW>[,,S-ptc,ptca,qal,verb,PreC
366388,Esther,2,14,Hebrew,CWB[,,S-ptc-ptc,ptca,qal,verb,PreC
366400,Esther,2,14,Hebrew,CMR[,,S-ptc-ptc,ptca,qal,subs,Adju
366450,Esther,2,15,Hebrew,CMR[,>MR[,S,ptca,qal,subs,Subj
366456,Esther,2,15,Hebrew,NF>[,HJH[,S-ptc-ptc,ptca,qal,verb,PreC
366461,Esther,2,15,Hebrew,R>H[,HJH[,S-ptc-ptc,ptca,qal,subs,Cmpl
366550,Esther,2,19,Hebrew,JCB[,,S-ptc,ptca,qal,verb,PreC
366557,Esther,2,20,Hebrew,NGD[,,S-ptc,ptca,hif,verb,PreC
366572,Esther,2,20,Hebrew,<FH[,,S-ptc,ptca,qal,verb,PreC
366586,Esther,2,21,Hebrew,JCB[,,S-ptc,ptca,qal,verb,PreC
366600,Esther,2,21,Hebrew,CMR[,QYP[,S,ptca,qal,subs,Subj
366693,Esther,3,2,Hebrew,KR<[,,S-ptc,ptca,qal,verb,PreC
366695,Esther,3,2,Hebrew,XWH[,,ptc,ptca,hsht,verb,PreC
366725,Esther,3,3,Hebrew,<BR[,,S-ptc,ptca,qal,verb,PreC
366764,Esther,3,5,Hebrew,KR<[,,S-ptc,ptca,qal,verb,PreC
366766,Esther,3,5,Hebrew,XWH[,,ptc,ptca,hsht,verb,PreC
366853,Esther,3,8,Hebrew,PZR[,,S-ptc,ptcp,pual,verb,PreC
366855,Esther,3,8,Hebrew,PRD[,,ptc,ptcp,pual,verb,PreC
366865,Esther,3,8,Hebrew,CNH[,,S-ptc,ptca,qal,verb,PreC
366875,Esther,3,8,Hebrew,<FH[,,ptc,ptca,qal,verb,PreC
366881,Esther,3,8,Hebrew,CWH[,,ptc,ptca,qal,verb,PreC
366900,Esther,3,9,Hebrew,<FH[,CQL[,ptc,ptca,qal,subs,Cmpl
366926,Esther,3,10,Hebrew,YRR=[,,ptc,ptca,qal,verb,PreC
366937,Esther,3,11,Hebrew,NTN[,,S-ptc,ptcp,qal,verb,PreC
367007,Esther,3,12,Hebrew,KTB[,,ptc,ptca,nif,adjv,PreC
367009,Esther,3,12,Hebrew,XTM[,,ptc,ptca,nif,verb,PreC
367020,Esther,3,13,Hebrew,RWY[,CLX[,S-ptc,ptca,qal,subs,Adju
367073,Esther,3,14,Hebrew,GLH[,,ptc,ptcp,qal,verb,PreC
367087,Esther,3,15,Hebrew,RWY[,JY>[,S,ptca,qal,subs,Subj
367089,Esther,3,15,Hebrew,DXP[,,ptc,ptcp,qal,verb,PreC
367176,Esther,4,3,Hebrew,NG<[,,S-ptc,ptca,hif,verb,PreC
367362,Esther,4,11,Hebrew,JD<[,,S-ptc,ptca,qal,verb,PreC
367465,Esther,4,14,Hebrew,JD<[,,S-ptc,ptca,qal,verb,PreC
367489,Esther,4,16,Hebrew,MY>[,,ptc,ptca,nif,verb,PreC
367567,Esther,5,1,Hebrew,JCB[,,S-ptc,ptca,qal,verb,PreC
367589,Esther,5,2,Hebrew,<MD[,,ptc,ptca,qal,verb,PreC
367803,Esther,5,10,Hebrew,>HB[,BW>[,ptc,ptca,qal,subs,Objc
367861,Esther,5,12,Hebrew,QR>[,,S-ptc,ptcp,qal,verb,PreC
367870,Esther,5,13,Hebrew,CWH[,,ptc,ptca,qal,verb,PreC
367877,Esther,5,13,Hebrew,R>H[,,S-ptc,ptca,qal,verb,PreC
367882,Esther,5,13,Hebrew,JCB[,,ptc,ptca,qal,verb,PreC
367894,Esther,5,14,Hebrew,>HB[,>MR[,S,ptca,qal,subs,Subj
367955,Esther,6,1,Hebrew,QR>[,HJH[,ptc,ptca,nif,verb,PreC
367962,Esther,6,2,Hebrew,KTB[,MY>[,ptc,ptcp,qal,subs,PrAd
367975,Esther,6,2,Hebrew,CMR[,NGD[,S-ptc,ptca,qal,subs,Cmpl
368005,Esther,6,3,Hebrew,CRT[,>MR[,S,ptca,piel,subs,Subj
368051,Esther,6,5,Hebrew,<MD[,,S-ptc,ptca,qal,verb,PreC
368207,Esther,6,10,Hebrew,JCB[,,ptc,ptca,qal,verb,PreC
368268,Esther,6,12,Hebrew,XPH[,DXP[,S-ptc,ptcp,qal,adjv,PrAd
368279,Esther,6,13,Hebrew,>HB[,SPR[,S-ptc,ptca,qal,subs,Cmpl
368312,Esther,6,14,Hebrew,DBR[,,ptc,ptca,piel,verb,PreC
368430,Esther,7,4,Hebrew,CWH[,,S-ptc,ptca,qal,verb,PreC
368465,Esther,7,6,Hebrew,>JB[,,ptc,ptca,qal,subs,PreC
368533,Esther,7,8,Hebrew,NPL[,,S-ptc,ptca,qal,verb,PreC
368592,Esther,7,9,Hebrew,<MD[,,S-ptc,ptca,qal,verb,PreC
368637,Esther,8,1,Hebrew,YRR=[,NTN[,S-ptc,ptca,qal,subs,Objc
368856,Esther,8,8,Hebrew,KTB[,,ptc,ptca,nif,verb,PreC
368965,Esther,8,10,Hebrew,RWY[,CLX[,ptc,ptca,qal,subs,Adju
368969,Esther,8,10,Hebrew,RKB[,,ptc,ptca,qal,verb,PreC
369012,Esther,8,11,Hebrew,YWR=[,,ptc,ptca,qal,verb,PreC
369051,Esther,8,13,Hebrew,GLH[,,S-ptc,ptcp,qal,verb,PreC
369070,Esther,8,13,Hebrew,>JB[,NQM[,ptc,ptca,qal,subs,Cmpl
369072,Esther,8,14,Hebrew,RWY[,JY>[,S,ptca,qal,subs,Subj
369073,Esther,8,14,Hebrew,RKB[,JY>[,S,ptca,qal,subs,Subj
369079,Esther,8,14,Hebrew,BHL[,,ptc-ptc,ptcp,pual,adjv,PreC
369081,Esther,8,14,Hebrew,DXP[,,ptc-ptc,ptcp,qal,adjv,PreC
369154,Esther,8,17,Hebrew,NG<[,,S-ptc,ptca,hif,verb,PreC
369171,Esther,8,17,Hebrew,JHD[,,S-ptc,ptca,hit,verb,PreC
369205,Esther,9,1,Hebrew,>JB[,FBR[,S,ptca,qal,subs,Subj
369220,Esther,9,1,Hebrew,FN>[,CLV[,S-ptc,ptca,qal,subs,Cmpl
369236,Esther,9,2,Hebrew,BQC[,CLX[,ptc,ptca,piel,subs,Cmpl
